shipment_id,customer_id,origin_port,destination_port,departure_date,arrival_date,shipment_status,cargo_type,weight_tons,volume_cbm,revenue,cost
SHP000767,CUST002785,Los Angeles Port,Rotterdam Port,2023-04-09,2023-02-12,Delivered,Vehicles,30.72,284.41,89894.08,84823.6
SHP000768,CUST001665,Singapore Port,Rotterdam Port,2024-06-23,2023-12-01,Delayed,Textiles,198.39,201.48,134539.38,65616.65
SHP000769,CUST002727,Dubai Port,Los Angeles Port,2023-12-19,2024-09-22,In Transit,Electronics,8.14,380.68,155542.55,131506.79
SHP000770,CUST000318,Singapore Port,Hamburg Port,2022-07-04,2023-03-29,In Transit,Electronics,57.0,351.75,105291.54,95263.25
SHP000771,CUST002638,Rotterdam Port,Dubai Port,2024-07-17,2024-01-13,Delayed,Food,51.02,89.28,33328.62,52272.36
SHP000772,CUST000841,Rotterdam Port,Singapore Port,2023-02-15,2024-05-20,In Transit,Oil,110.6,343.07,145509.12,54146.07
SHP000773,CUST001784,Durban Port,Singapore Port,2022-09-19,2023-08-21,Delayed,Electronics,14.05,47.09,23010.46,147240.78
SHP000774,CUST001983,Singapore Port,Lagos Port,2022-05-31,2024-12-17,Delivered,Oil,46.89,205.91,175216.15,38537.04
SHP000775,CUST002040,Dubai Port,Hamburg Port,2023-11-01,2024-06-01,Delayed,Oil,198.3,277.1,83722.99,141138.19
SHP000776,CUST002233,Hamburg Port,Shanghai Port,2023-12-02,2022-12-15,Delivered,Oil,194.08,342.81,108987.45,82124.95
SHP000777,CUST002189,Singapore Port,Rotterdam Port,2022-04-14,2024-04-05,Delayed,Oil,7.29,233.85,17068.8,50513.5
SHP000778,CUST001813,Singapore Port,Singapore Port,2023-02-16,2022-03-27,Delayed,Vehicles,97.87,425.86,11807.92,87946.74
SHP000779,CUST001045,Lagos Port,Rotterdam Port,2024-06-02,2024-04-12,Delayed,Food,116.68,173.91,100299.87,113430.25
SHP000780,CUST002371,Hamburg Port,Durban Port,2022-03-28,2023-03-06,In Transit,Electronics,45.27,107.76,146070.76,70981.9
SHP000781,CUST002358,Lagos Port,Shanghai Port,2022-08-04,2023-06-22,In Transit,Oil,182.01,444.96,35427.34,130664.1
SHP000782,CUST000741,Durban Port,Singapore Port,2022-05-11,2024-07-31,Delivered,Vehicles,168.64,245.77,125483.54,71220.36
SHP000783,CUST000891,Shanghai Port,Durban Port,2024-11-29,2022-06-06,In Transit,Electronics,102.7,195.82,152782.62,134038.08
SHP000784,CUST001569,Shanghai Port,Lagos Port,2024-05-16,2023-08-01,In Transit,Food,155.43,453.37,116201.24,144550.32
SHP000785,CUST002077,Lagos Port,Lagos Port,2024-05-06,2022-10-16,Delayed,Food,12.11,164.94,92373.18,60467.41
SHP000786,CUST000933,Rotterdam Port,Hamburg Port,2022-06-13,2024-04-14,Delayed,Vehicles,111.39,21.42,95260.37,91598.34
SHP000787,CUST001746,Rotterdam Port,Rotterdam Port,2024-01-26,2023-12-24,Delivered,Electronics,155.0,433.16,66439.9,43074.65
SHP000788,CUST002058,Shanghai Port,Hamburg Port,2022-01-21,2024-02-27,In Transit,Electronics,47.96,316.95,131433.59,100878.96
SHP000789,CUST002062,Rotterdam Port,Durban Port,2022-12-23,2022-02-20,Delivered,Oil,44.85,480.52,95565.27,50731.48
SHP000790,CUST002791,Shanghai Port,Durban Port,2024-09-24,2023-06-07,Delivered,Oil,96.87,11.63,189781.79,45139.92
SHP000791,CUST001998,Rotterdam Port,Los Angeles Port,2024-01-28,2024-05-11,Delivered,Food,185.05,465.5,42294.9,48914.65
SHP000792,CUST001205,Rotterdam Port,Lagos Port,2024-03-27,2023-07-08,Delivered,Electronics,172.19,192.44,95948.78,38493.47
SHP000793,CUST000593,Hamburg Port,Lagos Port,2023-10-21,2023-12-14,Delayed,Electronics,114.8,139.87,125357.87,130436.63
SHP000794,CUST001746,Rotterdam Port,Rotterdam Port,2022-07-24,2023-04-29,In Transit,Food,21.2,53.33,42664.29,24150.89
SHP000795,CUST001536,Hamburg Port,Durban Port,2024-06-17,2023-06-20,Delivered,Vehicles,158.21,461.48,45721.42,81520.25
SHP000796,CUST002095,Rotterdam Port,Hamburg Port,2023-10-21,2023-04-05,Delivered,Oil,27.97,429.5,142789.26,35021.96
SHP000797,CUST001707,Los Angeles Port,Los Angeles Port,2024-12-17,2024-05-04,Delayed,Oil,82.36,80.14,55493.42,87447.44
SHP000798,CUST000229,Hamburg Port,Hamburg Port,2022-07-19,2023-10-22,Delayed,Textiles,188.27,335.29,37885.87,140495.53
SHP000799,CUST001170,Los Angeles Port,Los Angeles Port,2022-09-21,2024-10-06,Delayed,Vehicles,44.15,256.91,184979.61,127827.0
SHP000800,CUST001308,Los Angeles Port,Durban Port,2022-06-25,2022-10-24,In Transit,Oil,61.28,252.39,99780.85,6556.18
SHP000801,CUST000468,Los Angeles Port,Lagos Port,2024-11-04,2023-07-05,Delayed,Oil,21.85,472.24,176771.81,148657.28
SHP000802,CUST002134,Rotterdam Port,Durban Port,2024-03-02,2024-10-01,Delayed,Vehicles,166.95,227.19,41638.32,64176.56
SHP000803,CUST001854,Hamburg Port,Hamburg Port,2022-09-02,2022-06-17,Delivered,Textiles,26.93,317.23,69795.03,55294.47
SHP000804,CUST001909,Durban Port,Singapore Port,2024-01-11,2024-01-25,Delayed,Electronics,145.92,389.43,158540.8,25840.74
SHP000805,CUST001898,Lagos Port,Shanghai Port,2023-08-20,2023-06-30,Delivered,Oil,103.74,460.39,95365.5,104387.35
SHP000806,CUST000483,Shanghai Port,Shanghai Port,2023-10-21,2023-04-13,Delayed,Vehicles,129.6,396.4,171483.63,16756.25
SHP000807,CUST000959,Rotterdam Port,Dubai Port,2024-05-27,2024-07-09,Delivered,Food,195.21,135.77,38236.96,6608.84
SHP000808,CUST001377,Hamburg Port,Shanghai Port,2022-06-14,2023-12-05,Delivered,Electronics,127.1,109.04,86148.99,14369.77
SHP000809,CUST002248,Dubai Port,Lagos Port,2024-08-12,2023-06-25,Delayed,Vehicles,143.43,132.77,48122.04,4852.57
SHP000810,CUST002135,Rotterdam Port,Rotterdam Port,2024-01-19,2022-05-31,In Transit,Oil,50.52,277.89,166820.12,108397.44
SHP000811,CUST002220,Dubai Port,Rotterdam Port,2024-06-29,2024-04-10,Delayed,Vehicles,43.37,421.9,153320.42,81647.53
SHP000812,CUST001456,Durban Port,Durban Port,2023-11-02,2024-07-21,Delivered,Vehicles,29.69,211.77,116938.89,109373.68
SHP000813,CUST002177,Hamburg Port,Shanghai Port,2022-01-17,2024-03-23,Delayed,Electronics,8.06,125.97,166304.62,11256.88
SHP000814,CUST002580,Durban Port,Lagos Port,2024-06-18,2022-11-18,In Transit,Food,29.15,276.72,90694.6,66991.02
SHP000815,CUST002341,Lagos Port,Hamburg Port,2024-07-15,2024-09-13,Delayed,Vehicles,133.9,85.02,138577.1,103031.87
SHP000816,CUST000881,Dubai Port,Durban Port,2022-01-10,2024-09-26,In Transit,Vehicles,187.57,106.77,173300.28,109027.62
SHP000817,CUST002425,Rotterdam Port,Dubai Port,2023-10-12,2022-04-29,In Transit,Textiles,137.31,347.6,131494.07,109835.8
SHP000818,CUST001268,Hamburg Port,Los Angeles Port,2024-02-06,2024-03-31,Delayed,Electronics,61.41,415.58,7642.77,78950.77
SHP000819,CUST002138,Durban Port,Hamburg Port,2024-02-02,2022-06-22,Delayed,Oil,125.56,239.11,125153.85,32481.43
SHP000820,CUST001119,Rotterdam Port,Los Angeles Port,2022-05-24,2022-10-25,Delayed,Food,11.46,476.21,162965.87,10944.41
SHP000821,CUST001515,Los Angeles Port,Singapore Port,2023-01-17,2023-06-04,Delayed,Oil,187.81,16.0,21601.92,145076.81
SHP000822,CUST000025,Lagos Port,Singapore Port,2022-03-23,2024-04-22,Delayed,Electronics,50.79,334.77,196980.63,137816.83
SHP000823,CUST002869,Los Angeles Port,Rotterdam Port,2023-07-15,2024-02-17,In Transit,Vehicles,174.1,305.49,37029.45,62676.73
SHP000824,CUST000515,Durban Port,Singapore Port,2024-10-02,2024-11-07,Delayed,Electronics,89.83,278.95,96734.08,93093.22
SHP000825,CUST000752,Dubai Port,Dubai Port,2024-01-26,2024-02-06,In Transit,Electronics,188.07,447.17,32414.05,95092.71
SHP000826,CUST002432,Los Angeles Port,Singapore Port,2022-01-04,2024-08-20,Delayed,Oil,164.25,443.97,11035.35,84678.73
SHP000827,CUST001433,Durban Port,Dubai Port,2022-12-01,2023-09-10,In Transit,Textiles,182.09,140.59,23684.93,18430.82
SHP000828,CUST002572,Rotterdam Port,Los Angeles Port,2024-07-05,2024-06-12,Delivered,Electronics,34.01,178.72,69851.08,24587.58
SHP000829,CUST002769,Shanghai Port,Durban Port,2023-11-26,2022-01-27,Delivered,Textiles,148.08,448.3,16403.18,72616.48
SHP000830,CUST001928,Rotterdam Port,Lagos Port,2024-04-03,2022-06-27,Delivered,Oil,109.84,12.36,145517.68,145827.93
SHP000831,CUST001138,Singapore Port,Los Angeles Port,2022-02-11,2023-02-08,In Transit,Textiles,113.11,25.93,96866.4,130561.45
SHP000832,CUST000777,Los Angeles Port,Lagos Port,2022-03-10,2022-04-28,Delayed,Food,157.88,190.86,26418.91,126800.18
SHP000833,CUST000093,Hamburg Port,Hamburg Port,2022-01-01,2022-05-11,Delivered,Vehicles,183.57,192.53,149980.51,126636.95
SHP000834,CUST002110,Singapore Port,Shanghai Port,2024-08-03,2023-05-25,In Transit,Vehicles,156.49,370.89,198939.24,30832.58
SHP000835,CUST000198,Lagos Port,Hamburg Port,2022-11-11,2023-03-08,In Transit,Food,134.87,204.04,157590.41,100214.7
SHP000836,CUST000519,Dubai Port,Los Angeles Port,2023-04-26,2022-07-08,In Transit,Vehicles,5.98,29.58,120818.17,110517.04
SHP000837,CUST001030,Shanghai Port,Lagos Port,2024-09-01,2022-11-21,Delayed,Food,108.6,174.12,40034.14,94932.06
SHP000838,CUST000604,Lagos Port,Los Angeles Port,2024-08-12,2022-09-15,Delivered,Food,58.62,411.63,48171.23,106152.04
SHP000839,CUST001596,Hamburg Port,Lagos Port,2024-08-23,2024-03-07,Delayed,Oil,164.05,151.01,175270.51,79738.67
SHP000840,CUST000507,Los Angeles Port,Shanghai Port,2024-11-13,2024-12-20,Delayed,Electronics,114.7,246.36,137067.8,132726.87
SHP000841,CUST000238,Durban Port,Rotterdam Port,2024-11-02,2023-02-03,In Transit,Vehicles,24.3,36.43,121094.29,24067.9
SHP000842,CUST002486,Lagos Port,Durban Port,2024-12-19,2024-12-17,In Transit,Electronics,171.16,306.98,9110.66,6670.81
SHP000843,CUST001970,Lagos Port,Durban Port,2024-06-26,2024-04-21,In Transit,Food,73.62,257.89,101158.85,92893.52
SHP000844,CUST001119,Hamburg Port,Dubai Port,2024-11-10,2024-05-07,Delayed,Electronics,191.7,248.64,82876.93,129956.55
SHP000845,CUST002514,Hamburg Port,Los Angeles Port,2023-10-17,2022-11-29,Delayed,Electronics,131.2,144.94,101788.35,108548.45
SHP000846,CUST002833,Dubai Port,Singapore Port,2022-08-21,2023-07-16,Delayed,Vehicles,32.44,425.37,75168.82,36120.89
SHP000847,CUST002840,Singapore Port,Lagos Port,2023-02-24,2024-04-19,Delayed,Food,24.16,487.01,28910.28,49565.5
SHP000848,CUST001645,Durban Port,Hamburg Port,2022-12-31,2022-04-07,Delivered,Food,73.8,174.19,111922.23,94444.41
SHP000849,CUST001417,Lagos Port,Los Angeles Port,2023-03-09,2023-03-16,Delivered,Vehicles,12.72,380.69,118587.64,133493.71
SHP000850,CUST002632,Singapore Port,Rotterdam Port,2023-01-25,2022-04-13,Delivered,Textiles,79.45,439.08,78098.06,72275.68
SHP000851,CUST001500,Singapore Port,Rotterdam Port,2022-10-02,2024-01-04,Delivered,Textiles,87.28,467.87,36954.52,9928.02
SHP000852,CUST000816,Shanghai Port,Singapore Port,2024-06-15,2023-07-11,Delivered,Textiles,169.35,14.35,51361.37,33719.45
SHP000853,CUST001090,Rotterdam Port,Lagos Port,2022-07-07,2022-05-27,In Transit,Electronics,95.73,290.58,197461.34,18056.16
SHP000854,CUST000325,Rotterdam Port,Dubai Port,2024-07-25,2023-05-07,Delayed,Electronics,160.03,53.46,77219.09,147235.63
SHP000855,CUST002427,Hamburg Port,Los Angeles Port,2023-02-12,2023-11-03,In Transit,Vehicles,93.45,467.2,174591.0,92808.57
SHP000856,CUST001484,Durban Port,Hamburg Port,2023-07-12,2022-10-16,Delayed,Textiles,182.09,257.7,26163.24,71364.68
SHP000857,CUST001478,Shanghai Port,Dubai Port,2022-05-18,2023-08-28,In Transit,Vehicles,47.7,27.61,139916.64,84419.41
SHP000858,CUST000966,Rotterdam Port,Hamburg Port,2024-04-22,2024-05-01,Delivered,Food,159.2,471.75,72727.75,72542.33
SHP000859,CUST001799,Shanghai Port,Durban Port,2024-09-24,2024-03-16,Delayed,Textiles,41.34,64.49,198404.66,15650.44
SHP000860,CUST002683,Singapore Port,Lagos Port,2022-12-13,2023-03-07,Delivered,Food,51.46,365.22,161750.5,138918.99
SHP000861,CUST002196,Durban Port,Dubai Port,2022-01-19,2024-05-13,Delayed,Oil,176.36,430.23,28572.26,54826.64
SHP000862,CUST001876,Rotterdam Port,Hamburg Port,2022-02-24,2022-03-15,Delayed,Oil,53.6,409.09,107679.22,105265.69
SHP000863,CUST000523,Singapore Port,Los Angeles Port,2022-11-01,2024-04-02,Delivered,Food,78.94,447.23,41782.97,49951.21
SHP000864,CUST002476,Dubai Port,Durban Port,2024-07-16,2024-06-19,Delayed,Food,123.42,302.88,157671.56,62961.47
SHP000865,CUST000591,Rotterdam Port,Lagos Port,2023-06-24,2023-09-21,Delivered,Food,50.42,446.03,11697.0,90427.81
SHP000866,CUST002801,Rotterdam Port,Rotterdam Port,2022-09-19,2024-10-15,Delivered,Vehicles,36.89,161.67,7113.96,112130.34
SHP000867,CUST000482,Singapore Port,Durban Port,2023-04-28,2022-04-23,Delayed,Oil,44.05,179.47,70565.87,21878.54
SHP000868,CUST000011,Dubai Port,Durban Port,2023-02-13,2023-10-07,Delivered,Food,169.06,276.98,9540.81,20819.81
SHP000869,CUST000117,Rotterdam Port,Rotterdam Port,2023-12-15,2022-04-22,Delivered,Oil,149.4,106.9,169668.6,132182.88
SHP000870,CUST001728,Durban Port,Singapore Port,2024-05-14,2024-01-28,Delayed,Oil,89.8,192.27,179961.27,111407.28
SHP000871,CUST002590,Durban Port,Hamburg Port,2024-06-27,2023-01-10,In Transit,Food,83.86,40.54,73835.95,41398.32
SHP000872,CUST002649,Dubai Port,Shanghai Port,2023-05-19,2022-09-28,Delayed,Oil,98.65,172.81,45988.57,86500.21
SHP000873,CUST000247,Hamburg Port,Hamburg Port,2024-04-30,2023-09-11,Delayed,Electronics,21.79,383.16,30823.89,97406.16
SHP000874,CUST001904,Rotterdam Port,Singapore Port,2024-12-17,2024-08-27,In Transit,Oil,63.32,11.22,174726.21,32182.9
SHP000875,CUST000056,Shanghai Port,Rotterdam Port,2022-01-06,2022-12-10,In Transit,Electronics,149.94,371.43,21297.63,123120.41
SHP000876,CUST002825,Los Angeles Port,Singapore Port,2023-02-24,2022-04-15,Delayed,Oil,19.56,370.22,79877.43,29289.65
SHP000877,CUST000465,Durban Port,Singapore Port,2023-05-16,2023-01-29,Delivered,Textiles,117.73,339.08,19357.21,32754.7
SHP000878,CUST000969,Dubai Port,Shanghai Port,2022-11-09,2023-07-29,In Transit,Food,97.91,478.32,17357.19,46736.07
SHP000879,CUST000435,Dubai Port,Los Angeles Port,2022-04-23,2023-12-21,In Transit,Food,106.02,388.45,47985.63,95207.98
SHP000880,CUST001799,Rotterdam Port,Hamburg Port,2023-09-09,2023-05-20,In Transit,Electronics,72.33,107.86,37181.29,77694.45
SHP000881,CUST000080,Rotterdam Port,Durban Port,2024-01-03,2023-10-06,Delayed,Oil,77.84,426.95,146437.08,52384.48
SHP000882,CUST000026,Los Angeles Port,Dubai Port,2024-04-15,2024-12-20,Delayed,Oil,30.87,491.03,113855.87,136077.46
SHP000883,CUST001022,Lagos Port,Hamburg Port,2022-11-19,2022-11-11,Delivered,Oil,186.95,489.67,143008.21,98567.09
SHP000884,CUST002545,Lagos Port,Singapore Port,2022-08-06,2023-04-13,In Transit,Textiles,47.19,194.61,87537.39,70346.76
SHP000885,CUST000159,Los Angeles Port,Durban Port,2023-11-24,2024-06-01,In Transit,Textiles,117.94,386.38,87302.39,65904.61
SHP000886,CUST000310,Rotterdam Port,Los Angeles Port,2024-09-07,2023-08-14,In Transit,Electronics,6.74,183.08,126683.87,9709.06
SHP000887,CUST000649,Singapore Port,Dubai Port,2023-11-15,2022-10-26,Delivered,Electronics,113.2,341.35,181830.97,103133.42
SHP000888,CUST002550,Rotterdam Port,Shanghai Port,2024-02-04,2023-09-28,Delayed,Textiles,63.98,76.76,188183.07,81375.61
SHP000889,CUST000138,Singapore Port,Durban Port,2024-08-17,2024-01-28,In Transit,Oil,157.12,459.33,12300.12,149051.61
SHP000890,CUST001319,Shanghai Port,Durban Port,2024-09-03,2023-11-18,In Transit,Oil,179.94,248.67,68831.06,4087.53
SHP000891,CUST002109,Rotterdam Port,Lagos Port,2023-10-06,2024-10-09,Delayed,Food,139.44,169.9,36791.74,74792.91
SHP000892,CUST001094,Durban Port,Shanghai Port,2023-08-13,2023-03-24,In Transit,Vehicles,147.71,105.53,16951.66,28619.55
SHP000893,CUST001074,Rotterdam Port,Hamburg Port,2023-09-19,2024-06-06,Delivered,Food,176.18,353.4,148015.78,119198.22
SHP000894,CUST002500,Los Angeles Port,Lagos Port,2022-01-14,2024-09-18,In Transit,Vehicles,51.53,490.17,176394.01,25470.41
SHP000895,CUST001999,Singapore Port,Lagos Port,2022-12-29,2024-12-11,Delivered,Oil,124.85,425.84,111387.6,7834.7
SHP000896,CUST001869,Los Angeles Port,Los Angeles Port,2022-07-01,2024-05-12,Delivered,Electronics,198.19,319.32,69366.46,16953.95
SHP000897,CUST002403,Singapore Port,Rotterdam Port,2024-02-10,2022-09-11,In Transit,Oil,117.96,261.16,89530.56,99880.63
SHP000898,CUST002396,Lagos Port,Dubai Port,2022-09-09,2022-07-14,Delivered,Food,73.25,90.99,61377.2,80436.82
SHP000899,CUST000163,Dubai Port,Los Angeles Port,2022-03-28,2022-07-19,Delayed,Vehicles,130.03,444.12,170020.61,25940.03
SHP000900,CUST002447,Lagos Port,Lagos Port,2024-01-22,2023-06-03,Delivered,Oil,118.27,73.03,80528.3,144512.04
SHP000901,CUST002731,Dubai Port,Los Angeles Port,2024-08-20,2024-04-01,Delayed,Food,30.64,316.95,78481.38,141988.09
SHP000902,CUST002610,Dubai Port,Durban Port,2022-03-31,2024-08-07,Delayed,Vehicles,8.48,175.96,22316.8,64055.93
SHP000903,CUST001341,Dubai Port,Los Angeles Port,2024-06-10,2022-09-28,Delayed,Oil,168.34,356.04,119485.55,94971.5
SHP000904,CUST000446,Singapore Port,Shanghai Port,2022-09-10,2024-10-28,Delivered,Electronics,101.28,39.9,83704.6,109586.71
SHP000905,CUST002889,Dubai Port,Lagos Port,2023-02-27,2022-08-30,Delayed,Food,184.67,495.59,133411.37,129876.1
SHP000906,CUST000772,Durban Port,Singapore Port,2024-05-27,2023-04-08,In Transit,Textiles,26.77,238.0,182352.6,73610.26
SHP000907,CUST002016,Los Angeles Port,Durban Port,2023-07-10,2024-07-09,In Transit,Food,68.23,35.24,172584.8,95090.49
SHP000908,CUST000476,Los Angeles Port,Hamburg Port,2022-09-19,2022-04-23,In Transit,Electronics,149.97,406.93,113736.35,111995.2
SHP000909,CUST000554,Hamburg Port,Dubai Port,2023-10-15,2024-08-10,Delivered,Textiles,61.72,113.07,114483.69,11160.58
SHP000910,CUST000786,Hamburg Port,Durban Port,2022-07-12,2022-03-14,Delivered,Textiles,117.76,458.25,91702.77,113681.39
SHP000911,CUST002633,Dubai Port,Los Angeles Port,2024-02-09,2023-01-02,Delivered,Food,14.67,108.8,104001.73,93966.76
SHP000912,CUST002951,Hamburg Port,Durban Port,2023-02-18,2022-02-08,In Transit,Vehicles,111.95,162.21,138238.34,72947.41
SHP000913,CUST001182,Durban Port,Dubai Port,2024-05-31,2022-07-10,In Transit,Textiles,107.12,130.89,152014.92,89377.27
SHP000914,CUST002566,Los Angeles Port,Dubai Port,2024-10-19,2024-09-07,Delayed,Electronics,134.37,77.08,59466.04,26273.6
SHP000915,CUST002490,Rotterdam Port,Dubai Port,2023-07-27,2023-02-28,Delayed,Electronics,63.85,254.92,132161.92,57692.41
SHP000916,CUST002785,Shanghai Port,Shanghai Port,2023-03-04,2022-12-17,Delayed,Electronics,135.38,234.39,41462.01,44393.25
SHP000917,CUST002315,Hamburg Port,Singapore Port,2022-12-18,2023-01-17,Delayed,Food,39.47,258.27,194963.78,78368.52
SHP000918,CUST002377,Durban Port,Rotterdam Port,2022-01-27,2022-02-13,Delivered,Food,101.21,455.47,26887.0,125474.24
SHP000919,CUST002759,Singapore Port,Hamburg Port,2024-03-21,2023-05-02,Delivered,Textiles,142.73,351.42,39650.28,17410.87
SHP000920,CUST001052,Hamburg Port,Singapore Port,2024-07-22,2024-05-17,Delayed,Textiles,164.45,384.86,28411.83,108145.5
SHP000921,CUST002917,Singapore Port,Singapore Port,2022-01-31,2023-05-21,Delivered,Electronics,48.18,121.01,121805.08,41255.14
SHP000922,CUST000893,Los Angeles Port,Rotterdam Port,2022-04-12,2022-10-13,Delivered,Oil,36.26,457.14,11953.15,129642.19
SHP000923,CUST002111,Dubai Port,Durban Port,2024-08-23,2024-01-03,In Transit,Oil,155.94,49.04,33863.71,85267.49
SHP000924,CUST001675,Singapore Port,Hamburg Port,2023-10-05,2022-11-02,Delayed,Electronics,55.57,399.91,25613.69,4864.41
SHP000925,CUST001022,Dubai Port,Lagos Port,2022-08-28,2022-08-31,Delayed,Food,110.01,149.92,90096.7,78476.65
SHP000926,CUST001956,Durban Port,Singapore Port,2023-03-05,2023-07-03,Delayed,Electronics,152.76,114.16,18592.76,14391.99
SHP000927,CUST001865,Lagos Port,Hamburg Port,2023-07-21,2024-04-23,In Transit,Food,47.76,279.75,89421.48,13813.9
SHP000928,CUST001811,Hamburg Port,Hamburg Port,2024-02-16,2024-11-19,Delivered,Textiles,19.74,300.06,50233.73,87069.29
SHP000929,CUST000086,Los Angeles Port,Lagos Port,2024-08-24,2023-08-26,Delivered,Textiles,23.92,372.79,146357.82,28172.72
SHP000930,CUST000598,Lagos Port,Dubai Port,2024-08-27,2023-09-20,Delayed,Electronics,198.01,420.1,137179.03,58747.05
SHP000931,CUST001391,Rotterdam Port,Rotterdam Port,2024-05-12,2024-05-12,Delivered,Oil,198.36,361.74,130836.37,19478.91
SHP000932,CUST000299,Singapore Port,Singapore Port,2024-12-26,2022-05-07,Delivered,Food,79.84,44.93,76337.42,140961.04
SHP000933,CUST000167,Los Angeles Port,Singapore Port,2023-04-27,2022-06-01,Delivered,Oil,50.14,353.85,107868.88,44398.74
SHP000934,CUST001701,Hamburg Port,Shanghai Port,2022-10-08,2023-05-10,Delayed,Oil,174.95,109.82,91251.53,79793.5
SHP000935,CUST002060,Shanghai Port,Singapore Port,2024-08-20,2022-06-04,In Transit,Vehicles,136.48,31.16,43723.45,62169.71
SHP000936,CUST002283,Durban Port,Rotterdam Port,2022-03-21,2022-01-05,Delayed,Oil,53.75,408.85,46501.64,63019.4
SHP000937,CUST000063,Los Angeles Port,Rotterdam Port,2023-02-07,2024-04-12,In Transit,Textiles,119.16,220.66,27113.9,43422.84
SHP000938,CUST001386,Shanghai Port,Shanghai Port,2023-10-10,2024-08-25,Delivered,Vehicles,164.69,116.45,197541.72,118731.93
SHP000939,CUST001334,Lagos Port,Hamburg Port,2023-01-01,2024-10-01,Delayed,Vehicles,161.43,195.82,38981.81,60880.23
SHP000940,CUST000920,Shanghai Port,Rotterdam Port,2022-09-13,2023-09-21,Delayed,Food,175.51,120.63,146959.74,13142.61
SHP000941,CUST000035,Singapore Port,Shanghai Port,2022-10-03,2023-02-02,In Transit,Oil,181.56,107.05,109896.62,36187.41
SHP000942,CUST001637,Shanghai Port,Shanghai Port,2022-11-17,2024-10-28,Delayed,Food,119.65,422.16,191020.19,49109.03
SHP000943,CUST001942,Los Angeles Port,Lagos Port,2022-09-02,2024-10-25,Delivered,Electronics,144.78,108.24,19215.6,122466.51
SHP000944,CUST001552,Shanghai Port,Shanghai Port,2022-02-18,2024-08-11,In Transit,Textiles,152.77,313.6,25116.37,40996.2
SHP000945,CUST000259,Rotterdam Port,Singapore Port,2022-07-31,2024-07-15,In Transit,Food,81.56,359.75,129705.19,65705.77
SHP000946,CUST001001,Hamburg Port,Singapore Port,2024-02-28,2022-02-07,Delivered,Food,123.89,402.04,127610.75,141854.86
SHP000947,CUST002119,Durban Port,Los Angeles Port,2023-03-05,2024-03-24,Delivered,Vehicles,52.67,203.2,183422.97,96205.92
SHP000948,CUST002288,Hamburg Port,Los Angeles Port,2023-01-25,2024-02-15,In Transit,Oil,10.39,459.45,124481.35,43465.69
SHP000949,CUST001629,Shanghai Port,Durban Port,2022-02-08,2024-05-06,Delivered,Vehicles,33.01,388.73,141296.77,140491.34
SHP000950,CUST002665,Lagos Port,Dubai Port,2024-03-24,2024-08-08,Delivered,Oil,149.97,270.93,117093.88,10391.86
SHP000951,CUST001244,Hamburg Port,Rotterdam Port,2024-04-16,2024-03-21,Delivered,Food,17.06,62.34,67401.07,3750.78
SHP000952,CUST001974,Shanghai Port,Shanghai Port,2024-05-29,2023-02-11,In Transit,Textiles,64.39,226.83,70475.14,127639.94
SHP000953,CUST000709,Los Angeles Port,Shanghai Port,2023-06-29,2023-06-21,In Transit,Oil,113.19,274.55,152177.39,83927.95
SHP000954,CUST000055,Los Angeles Port,Rotterdam Port,2022-03-17,2024-08-04,Delayed,Food,130.37,346.35,14125.73,7613.74
SHP000955,CUST002335,Durban Port,Hamburg Port,2022-08-11,2023-07-04,Delivered,Electronics,118.37,175.9,14498.2,139705.33
SHP000956,CUST002215,Dubai Port,Hamburg Port,2022-06-19,2022-04-26,In Transit,Textiles,75.86,443.61,67314.29,76729.37
SHP000957,CUST000081,Durban Port,Los Angeles Port,2024-04-28,2024-08-27,Delivered,Electronics,162.68,443.25,153978.74,89895.07
SHP000958,CUST000644,Shanghai Port,Los Angeles Port,2024-07-21,2023-01-28,In Transit,Electronics,22.94,462.89,150486.48,63967.98
SHP000959,CUST002794,Rotterdam Port,Lagos Port,2022-01-10,2024-10-08,Delivered,Vehicles,7.58,388.33,82912.75,88187.46
SHP000960,CUST000885,Hamburg Port,Dubai Port,2024-04-17,2024-05-14,Delivered,Food,156.28,371.17,64088.9,91757.8
SHP000961,CUST001641,Dubai Port,Rotterdam Port,2023-06-15,2023-07-19,In Transit,Oil,46.51,137.92,143004.59,106855.0
SHP000962,CUST000038,Durban Port,Los Angeles Port,2022-04-19,2023-12-01,Delivered,Food,136.85,449.26,10674.31,93710.01
SHP000963,CUST002139,Durban Port,Durban Port,2023-07-01,2022-06-20,Delayed,Textiles,17.52,304.87,155777.71,95450.2
SHP000964,CUST000541,Rotterdam Port,Singapore Port,2022-08-14,2024-12-14,Delayed,Textiles,92.93,403.1,24198.52,81206.54
SHP000965,CUST002489,Singapore Port,Los Angeles Port,2024-05-04,2024-08-03,Delayed,Electronics,93.13,403.71,105071.83,68300.13
SHP000966,CUST002475,Shanghai Port,Los Angeles Port,2024-08-15,2024-05-21,Delivered,Electronics,147.07,454.13,9143.61,22526.42
SHP000967,CUST000714,Durban Port,Durban Port,2023-01-22,2024-06-29,In Transit,Vehicles,106.8,225.76,95080.55,81080.77
SHP000968,CUST000131,Hamburg Port,Dubai Port,2023-09-16,2022-05-14,Delayed,Oil,21.32,292.85,99575.85,97347.38
